Tweet,Label,char_length,word_count
ngomong ngomong juga jual ebook buat ajar bahasa asing nih siap ielts hsk minna nomor nihongo sama bahasa korea padu cus langsung klik,Neutral,134,23
wajar mahasiswa laah wong menteri didik seperti begini goblok,Anger,61,9
ayo rafa,Neutral,8,2
the darkest places hell are reserved those who maintain their neutrality times moral crisis dante alighieri inferno,Neutral,115,17
dare cukup leave hometown bukan saran bijak laku semua orang rantau jawa barat sudah good deals buat tidak tau lebih care orang rantau kita lapar sisa hayuk ikhtiar ada kerja tetap sana,Love,185,32
biasa orang fomo mobil baru tiba rejeki limpah jadi mau upgrade tiba butuh uang paksa jual aset ubah situasi misal tiba hamil butuh mpv sempat jadi mobil indonesia pakai dar sesal cocok,Neutral,185,32
pelopor kaburajadulu yordania,Neutral,29,3
suka ngoprek bongkarbongkar alat wajib punya serbaguna amp bikin kerja beres cek,Neutral,80,12
aplikasi baru speed man hasil uang sangat cepat masuk undang anda dapat rpk,Neutral,75,13
tatacwan model super tobrud grup malam minggu kontrak menteri tidur,Neutral,67,10
cek videobook bikin brand sini ajar yang branding lebih lama umur akun kamu,Neutral,75,13
cek taut kamu jadi brand cuma bahas grup keluarga,Neutral,49,9
bicara bahasa biar,Neutral,18,3
baru hari jumat gaji dua hari tapi tidak sabar beli barang cek harga sini,Joy,73,14
episode baru jokowisme uncensored bedah strategi kuasa prabowogibran terus jokowi serta dampak sejahtera rakyat peta kuasa skema ekonomipolitik reaksi publik pecah dan,Neutral,167,22
tim alami turun sejak gagal quadraple mana firmino fabinho out gagal masuk ucl klopp out virgil mau salah belum renew kontrak lihat itikad fsg kuat tim selalu puas squad ada mungkin berfikir fsg telat,Sad,200,34
daftar sekarang atau klik taut bio instagram saat wujud impi kerja luar negeri yuk pantau timelinenya,Joy,101,16
ramai diaspora tanya masa depan,Neutral,31,5
siap jlpt lengkap buat buku yosou mondaishuu latih karakter kosakata tata bahasa baca amp dengar jelas jawab detail lengkap ada buku pisah bahasa inggris amp mandarin bonus ada,Neutral,176,28
tagar ramai beneran kabur mending upgrade dulu barangbarang kamu biar hidup lebih enak laptop skincare koper outfit keren semua diskon lazada beli lewat taut komisi buat juga hehe,Neutral,179,28
tagar ramai beneran kabur mending upgrade dulu barangbarang kamu biar hidup lebih enak laptop skincare koper outfit keren semua diskon lazada beli lewat taut komisi buat juga hehe,Neutral,179,28
tagar ramai beneran kabur mending upgrade dulu barangbarang kamu biar hidup lebih enak laptop skincare koper outfit keren semua diskon lazada beli lewat taut komisi buat juga hehe,Neutral,179,28
makin kuat statment kalau lihat kondisi jawa ini,Sad,48,8
tagar ramai beneran kabur mending upgrade dulu barangbarang kamu biar hidup lebih enak laptop skincare koper outfit keren semua diskon lazada baila taut,Neutral,152,23
tagar ramai beneran kabur mending upgrade dulu barangbarang kamu biar hidup lebih enak laptop skincare koper outfit keren semua diskon lazada beli lewat taut,Neutral,157,24
tagar ramai beneran kabur mending upgrade dulu barangbarang kamu biar hidup lebih enak laptop skincare koper outfit keren semua diskon lazada beli lewat taut komisi buat juga hehe,Neutral,179,28
taut tulis lebih enak baca taut ikut,Neutral,36,7
yuk yuk,Joy,7,2
sudah,Neutral,5,1
follow sini twitter telegram tiktok youtube hellocation threads,Neutral,63,8
rapiin hitung zakat terus,Neutral,25,4
nah bagaimana nih cationers semua lebih apa kamu tarik denmark follow twitter telegram tiktok youtube hellocation threads,Joy,121,17
sila mau ikut,Neutral,13,3
wah tidak berani komen maklum cuma triple minoritas numpang tahan hidup negeri belum cukup modal,Fear,96,15
bisa nih jlpt bunpo goi point amp practice buku bantu kamu kuasa vocab amp kanji kata penting kanji soal latih uji jelas bahasa inggris mandarin amp vietnam cocok siap,Neutral,167,29
belum baca soal fidusia hukum sita barang lain gila nama seragam surat tugas apa bisa beda jahat sedang aksi debt collector alas untuk kaburajadulu,Anger,147,24
turut perlu indonesia terap regulasi sama follow twitter telegram tiktok youtube hellocation threads,Neutral,100,13
lalu upaya udi desa dunia tiga mesum sastrawan indonesia hendak modern daras gemilang estetika dunia pertama tertawa fun essay martin suryajaya sambung,Joy,151,22
konsorsium korsel cabut proyek rantai pasok baterai rupiah indonesia,Neutral,68,9
lain pamer capai pinggir panggung pamer primitif nya tidak sekali,Anger,65,10
andal mula lagi siapsiap uji nih ajar pola kalimat seru lewat ngobrol bareng teman amp pegawai toko elektronik latih main ekspresi salam angka pre test buat ngukur mampu yuk,Neutral,173,29
business nihongo jikan mau lancar ngobrol kantor pakai bahasa jepang buku cocok buat ingin cepat kuasa ekspresi amp cakap kerja sopan amp efektif role play ilustrasi tarik amp latih praktis,Neutral,189,30
bisa gaskeun nak,Joy,16,3
arsenal cek kapsul jintan hitam habatasaudah isi harga rupiah dapat shopee sekarang,Joy,83,12
kalau mau lancar ngomong jepang nobita kasih rahasia kantong ajaib yaa shin nihongo kaiwa training latih daily convo terjemah inggris cina korea ajar jadi gampang pakai alat masa depan,Neutral,184,29
punya rencana lanjut studi amp tahun coba apply beasiswa internasional yang wajib pulang indonesia deh beasiswa incar,Joy,117,17
ajar jlpt jadi makin seru bareng jlpt dokkai point amp practice latih soal ala uji asli stepbystep baca pendek plus jelas visualfriendly cocok buat mula amp juang jlpt bonus mock test,Neutral,183,31
bisnis cerdas perlu upgrade sistem uang pakai invoice otomatis bayar realtime arus kas transparan perlu kabur cukup upgrade,Neutral,123,18
bener tuh,Neutral,9,2
cuma mau infoin kalau danggeunmin punya versi buku buku most wanted kata sihh buat nyelem ajar grammar dasar bakor buru jangan abis yah versi baru versi preloved,Neutral,161,27
hayooo sekarang coba kabur amrik tunggu jangan bacot mau kabur,Anger,62,10
mantap jiwa,Joy,11,2
malah tangkap aduh,Sad,18,3
kuat bulan akan bantu lulus jlpt sih sailormoon yah buku latih soal punya uji tips amp trik amp jelas detail buat serius deh,Neutral,124,23
bukan kazakhstan government beasiswa besar eka praditya mahasiswa dokter tahun alfarabi knu minggu april wib selesai via zoom passcode,Joy,134,19
buku siap buat mau war lolos jlpt tahun latih mampu soal per bab kosakata huruf tata bahasa ala nihongo mon edisi revisi cocok banget buat ajar mandiri,Neutral,151,27
ajar jadi lebih seru amp bosen siap kosakata jlpt bukan cuma kamus ada audio contoh kalimat gampang diinget amp lembar latih mock test onlinenya ngebantu buat ngukur mampu yuk,Neutral,175,29
satu sepak bola muda rela kejar mimpi keysha bulgamin keluarga bahkan putus pindah finlandia belanda karier bola keysha nilai belanda punya prospek yang bagus progres sepak bola keysha,Joy,184,28
belakang tagartagar dan sedang marak guna bagai kanal sosial media,Neutral,66,10
alas picu brain drain,Neutral,21,4
preorder kaitei ban mimi kara oboeru jlpt buka siap gebrak jlpt pakai cara kilat ngafalin vocab penting contoh kalimat bahasa eng chi kor viet,Neutral,142,24
definisi sejak,Neutral,14,2
mau lulus jlpt waktu mepet tenang pakai siap taklukin moji goi bunpo hari latih katakana amp kanji dasar kosa kata tematik grammar contoh kalimat bonus latih soal sudah siap kan,Neutral,177,30
channel youtube bahasa asing ajar bahasa asing perlu bayar mahal lewat channel youtube bestie jadi modal buat mau channel favorit,Joy,129,20
dapet hasil tambah modal main games lumayan buat jajan bulan kan tutor sini,Neutral,75,13
atur usaha finlandia wajib tahu karyawan cari kerja,Neutral,51,8
source,Anger,6,1
source,Anger,6,1
hari lihat tweet nyata pindah kewarganegaraan slay the same thing were them,Love,75,12
lagi case sepupu jauh jawa kerja malaysia arab saudi tetangga kerja vietnam bekas rekan kerja sekarang jadi awat arab saudi jauh hashtagh,Neutral,137,22
diaspora indonesia sedikit jangan kalah tiongkok filipina irlandia,Joy,66,8
kalau indonesia gagal lolos piala dunia,Sad,39,6
halo nderr betul banget nih wangsit indonesia open paid intern cocok buat kamu mau nabung biar langsung cek websitenya,Neutral,118,19
kasih komedi situasi tiap hari sama politik negeri padahal pernah subscribe sudah cari tenang negeri ginseng topik passing korean language proficiency test topik once,Sad,166,24
kerja toxic politik makin chaotic kayak pindah korea lebih murah stay amp waras sini topik all one guide,Sad,104,18
kalau ini pakai buat nihongo challenge jlpt kanji mastering japanese jlpt saat fokus guys,Neutral,89,14
masuk sini essential vocab jlpt ind trans quick mastery reading comprehension kanji vocabulary grammar,Neutral,102,14
source,Anger,6,1
dulu endut tau ujung bagaimana,Anger,30,5
source,Anger,6,1
beberapa antara orang ada kaburajadulu pikir bisa ngapain aneh pindah jerman jepang singapura notabene lebih ada sumberdayanya banding indonesia padahal tidak suka jakarta malah pindah tidak solo lombok lain,Neutral,207,29
source,Anger,6,1
negeri bangun atas mimpi diri bangsa sayang mimpi kini ubah jadi mimpi buruk kolektif gen generasi kata milik masa depan,Sad,120,20
kalau benar balik orba memang pas nih,Fear,37,7
biar ngumpul picu tagar biar lihat botol nya kalian,Anger,51,9
harus tolak revisi tni tandatangani petisi,Anger,42,6
dulu saja saat gemuruh gema orang malah,Anger,39,7
destinasi favorite kamu kalau luar negeri nih sobat valid,Neutral,57,9
presiden sendiri bilang demo susup asing bilang demo ndasmu sejati anti demo takut yordania,Anger,91,14
mob habis lihat banyak warga pindah nih sederhana banget damage nya deh kerja luar negeri dapet salary standar luar tetap jadi wni kirakira ada jalan,Sad,149,25
kata anggota wanita sudah duluan bully rasain kamu emang enak rujak netizen maha benar,Anger,86,14
source,Anger,6,1
listrik naik gaji turun rasa tidak sih kak kalau lama bulan puasa ekonomi jadi lambat asa dluu tiap ramadhan tuh selalu jadi bulan paling waste uang rezeki mana think kaburajadulu really the best idea,Sad,200,34
iya kamu tim punya misi,Neutral,23,5
data analysis nder kalau mau kaburajadulu susah finance tuh itu data analysis cukup versatile bagai industri,Neutral,108,16
teraerah kamu lah negara emang buat gelintir pejabrutbirocrot seperti maskapai baru markas meski punya orang kalian rasa tampar lha emang tau malu gelap,Anger,152,23
hawwoh abaang jadi bagaimana rasa jepang seoul apa rasa beda jauh like know,Neutral,75,13
tagar viral media sosial bukan sekadar tren saat buah fenomena gambar resah ingin bagi anak muda indonesia cari hidup lebih baik luar negeri begini jelas,Neutral,153,25
trend dubes jepang respons aja kerja luar negeri fenomena aja kerja luar negeri lalu tagar,Neutral,90,15
source,Anger,6,1
sial iyalagi kalau dira tidak sayang saat thailand,Sad,50,8
wkwk,Joy,4,1
hello butuh graphic designer hubung yaa graphic design situs design promo video vector illustration bisa cek profil dulu thank kamu,Neutral,131,20
mau taklukin jlpt kanji bikin pusing first jlpt kanji siap jadi senjata rahasia kamu kanji esensial audio kosakata plus situs drills ajar jadi lebih efisien pas buat bawa manamana,Neutral,179,29
kebun buah duren curi buah pala daon pisang kemarenan kerbau orang hilang apa orang indonesia curi kopi tibatiba marak jadi amerika picu sumber,Anger,143,23
saja kaburajadulu pinang ayang darah nippon,Love,43,6
makin susah dapet whv,Anger,21,4
tenda camping teman setia tualang gunung hutan rimba beli sini,Neutral,62,10
makin jelek nama indonesia negeri orang biar jangan,Sad,51,8
kita ngabuburit muslim ramadan taiwan yukges,Joy,44,6
buat lagi siap jlpt punya rekomendasi aplikasi keren bakal bantu ajar jadi lebih gampang efektif buat jepang cek aplikasi app store google play,Neutral,143,23
kaburajadulu euyyyy,Neutral,19,2
bahkan batman dari sini,Joy,23,4
maklum nama partai bocah labil,Anger,30,5
jangan takut hasil takut mulai bajar jadi orang nekat kalau nekat tidak bakal jadi orang hebat,Joy,94,16
perintah prabowo terpa banyak masalah mulai pagar laut langka gas lpg demonstrasi indonesia gelap tagar kabur dulu sayang prabowo pernah muncul langsung jawab semua krisis sebut,Sad,177,26
bukan para bola voli indonesia beramairamai karier korea selatan bukan tagar kabur dulu coba ikut jejak megawati hangestri baca kompas,Neutral,134,20
bola voli indonesia beramairamai karier korea selatan bukan tagar kabur dulu coba ikut jejak megawati hangestri,Neutral,111,16
bola voli indonesia beramairamai karier korea selatan bukan tagar kabur dulu coba ikut jejak megawati hangestri,Neutral,111,16
jangan jebak tppo,Fear,17,3
jepang australia,Neutral,16,2
temu jawab jangan kita ikut venezuela karya bapak mohammad rezky utama dosen uii republika,Neutral,90,14
ikey kit kit giigii,Sad,19,4
kembali priyadi,Neutral,15,2
cek pers biramas situs,Neutral,22,4
beasiswa luar negeri bulan maret punya citacita buat coba apply beasiswa luar negeri bestie share beasiswa hunters lain yukk,Joy,124,19
sedikit pakai kosmetik ngikut orang korea lain padahal gaya hidup makan sehat ala orang indonesia makan sedikit ngikut barat asing lain lah pokok paling parah sedikit kaburajadulu seperti muslim yang tiba murtad padahal paham soal islam,Anger,236,36
beli klik,Neutral,9,2
honeymoon wujud momen romantis tidak lupa jangan lewat sempat segera hubung buat momen bahagia jadi lebih istimewa whatsapp,Love,123,18
beli snp serok bumn yah beli tiket buat kaburajadulu,Neutral,52,9
warga nekat luar negeri dapat kerja apa risiko besar kira ada kait dengan fenomena rupa bentuk frustrasi benar situasi ketenagakerjaan dalam negeri,Sad,147,22
ramai tagar kaburajadulu arti wali kota solo respati ardi,Neutral,57,9
tagar ramai media sosial ajak pergi luar negeri lalu bagaimana hukum pindah kewarganegaraan simak jelas,Neutral,103,15
wah bank apa nih halus encourage,Neutral,32,6
baru mau,Neutral,8,2
curiga tegak hukum temu menteri sangka laku bbm oplos tengah malam,Fear,66,11
sangat relevan kondisi bangsa sangat puruk,Sad,42,6
lama tuh usaha swasta,Sad,21,4
dress mewah modern realpict premium anggun cantik pesona rupiah,Neutral,63,9
temu jawab artikel cari oposisi karya bapak irawan jati dosen uii republika,Neutral,75,12
silah kalau kanada kalau new zealand err vietnam deh kamu kira indonesia gelap banyak negara gelap kamu yang repet tidak,Anger,120,20
viral tagar,Neutral,11,2
fenomena bikin koruptor makin nyaman jarah,Neutral,42,6
mau kerja luar negeri yuk lihat banding sama indonesia diasphoriadotid,Joy,70,10
tagar viral apa maksud benar via,Neutral,32,6
komentar jabat negara soal pro kontra,Neutral,37,6
rusak rusak mending cek ebook,Sad,29,5
kita kabur beneran nih,Fear,22,4
source,Anger,6,1
usut mayapada source,Anger,20,3
buat tementemen kerja luar negeri bantu tinjau negara dong siapa tau bantu kitakita masih indonesia biar lebih semangat cari kerja luar,Joy,135,21
sedia jas hujan,Neutral,15,3
yang tarik kerja jepang kantor buka oprec skuyy,Joy,47,8
ome televisi ketemu tbrut gabung,Neutral,32,5
asa juga jadi bumerang diri sendiri nekat laku siap sama sekali teenzies mau kan terlontanglantung negara orang bekal sama sekali,Fear,129,20
bukan soal kabur eits pergi luar negeri bukan sekadar pergi lho teenzies jadi diaspora salah satu tantang amat sulit pertama tentu kendala bahasa teenzies banget mulai ajar bahasa,Neutral,179,28
laku rupa tagar dosen bangun sosial sejahtera fisipol ugm hempri suyatna nyata fenomena ini justru cermin sikap kritis sindir generasi muda sosial politik jadi tanah,Neutral,165,25
apa trend kabur dulu teenzies pernah lihat tagar sekarang sedang trending seluruh sosial media pakar universitas muhammadiyah surabaya radius setiawan ini rupa ungkap asa masyarakat atas dampak bijak,Neutral,199,28
trend kini benar pikir wellprepared,Neutral,35,5
fenomena hashtag apa sih baca lengkap sini,Neutral,42,7
fenomena bukan isu baru tidak jadi indonesia manamana masalah sama anak muda butuh harap hidup lebih baik,Sad,105,17
source,Anger,6,1
source,Anger,6,1
garagara tren kaburajadulu duta besar jepang masak yasushi siap tampung tenaga kerja indonesia jepang,Neutral,101,14
aku salah enggak malah yordania,Anger,31,5
fenomena bukan isu baru tidak jadi indonesia manamana masalah sama anak muda butuh harap hidup lebih baik,Sad,105,17
fenomena bukan isu baru tidak jadi indonesia manamana masalah sama anak muda butuh harap hidup lebih baik,Sad,105,17
was cool gagal,Sad,14,3
siniiii riyeeeel ayok gaskeuuun whehehehe,Joy,41,5
unaic kuliah kampus ramah senang penuh peluang yuk jadi bagi universitas alirsyad cilacap cilacap jawa tengah,Joy,109,16
refleksi sosial atas fenomena tagar lalu perintah,Neutral,49,7
source,Anger,6,1
source,Anger,6,1
indonesia bentuk para migran datang gelombang masa lalu sekaligus bangsa rantau jadi bukan baru tabu,Neutral,100,15
